District_Name,Commune,historical_1980,rcp4p5_ESM1M,rcp4p5_GEM1M,rcp4p5_CM5A_LR,rcp4p5_MIROC_ESM,rcp8p5_ESM1M,rcp8p5_GEM1M,rcp8p5_CM5A_LR,rcp8p5_MIROC_ESM
Sulawesi Utara,Minahasa Utara,194.6969337,194.6969337,194.6969337,194.6969337,194.6969337,194.6969337,194.6969337,194.6969337,194.6969337
Jawa Timur,Mojokerto,2342.948151,2208.295742,2190.313833,2342.948151,2190.313833,2267.537224,2190.313833,2615.046066,2190.313833
Sulawesi Tengah,Morowali,285.3011055,285.3011055,285.3011055,285.3011055,285.3011055,285.3011055,285.3011055,285.3011055,285.3011055
Sulawesi Tengah,Morowali Utara,502.9776134,502.9776134,502.9776134,502.9776134,502.9776134,502.9776134,502.9776134,502.9776134,502.9776134
Sumatera Selatan,Muara Enim,984.4898949,984.4898949,942.4514275,984.4898949,984.4898949,984.4898949,942.4514275,984.4898949,984.4898949
Jambi,Muaro Jambi,636.6825485,636.6825485,680.4706955,680.4706955,680.4706955,680.4706955,680.4706955,740.4173546,680.4706955
Bengkulu,Mukomuko,780.4429321,780.4429321,780.4429321,780.4429321,780.4429321,780.4429321,780.4429321,780.4429321,780.4429321
Sulawesi Tenggara,Muna,0,0,0,0,0,0,0,0,0
Sulawesi Tenggara,Muna Barat,0,0,0,0,0,0,0,0,0
Kalimantan Tengah,Murung Raya,802.4002686,802.4002686,802.4002686,802.4002686,802.4002686,722.3219223,802.4002686,802.4002686,802.4002686
Sumatera Selatan,Musi Banyuasin,1371.125351,1371.125351,1371.125351,1546.647202,1371.125351,1414.80872,1371.125351,1582.274559,1371.125351
Sumatera Selatan,Musi Rawas,617.4728012,617.4728012,489.8047562,721.8425751,617.4728012,617.4728012,617.4728012,820.7001343,617.4728012
Sumatera Selatan,Musi Rawas Utara,541.8468857,541.8468857,541.8468857,619.3369751,541.8468857,541.8468857,541.8468857,619.3369751,541.8468857
Papua,Nabire,722.856596,761.7986708,761.7986708,761.7986708,722.856596,761.7986708,761.7986708,761.7986708,722.856596
Aceh,Nagan Raya,472.6526928,472.6526928,472.6526928,472.6526928,472.6526928,472.6526928,472.6526928,472.6526928,472.6526928
Nusa Tenggara Timur,Nagekeo,0,0,0,0,0,0,0,0,0
Kepulauan Riau,Natuna,13.45168495,13.45168495,13.45168495,13.45168495,13.45168495,13.45168495,13.45168495,13.45168495,13.45168495
Papua,Nduga,0,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Ngada,0,0,0,0,0,0,0,0,0
Jawa Timur,Nganjuk,2098.160633,2030.159952,1974.780834,2098.160633,1974.780834,2030.159952,1948.823502,2352.876322,1974.780834
Jawa Timur,Ngawi,1038.550785,1038.550785,918.2564583,1353.270477,1038.550785,1196.221096,918.2564583,1353.270477,1038.550785
Sumatera Utara,Nias,0,0,0,0,0,0,0,0,0
Sumatera Utara,Nias Barat,0,0,0,0,0,0,0,0,0
Sumatera Utara,Nias Selatan,0,0,0,0,0,0,0,0,0
Sumatera Utara,Nias Utara,0,140.4531097,0,140.4531097,0,140.4531097,0,140.4531097,0
Kalimantan Utara,Nunukan,281.8187981,281.8187981,281.8187981,281.8187981,281.8187981,281.8187981,281.8187981,349.9057579,281.8187981
Sumatera Selatan,Ogan Ilir,1307.539473,1307.539473,1307.539473,1544.646009,1307.539473,1307.539473,1307.539473,1729.043592,1307.539473
Sumatera Selatan,Ogan Komering Ilir,2121.642345,2446.012074,2121.642345,2588.972084,2121.642345,2121.642345,2077.538162,2778.54512,2121.642345
Sumatera Selatan,Ogan Komering Ulu,939.1772461,939.1772461,939.1772461,964.2853527,939.1772461,939.1772461,939.1772461,1023.625294,939.1772461
Sumatera Selatan,Ogan Komering Ulu Selatan,445.0845261,445.0845261,445.0845261,445.0845261,445.0845261,445.0845261,445.0845261,445.0845261,445.0845261
Sumatera Selatan,Ogan Komering Ulu Timur,914.4603825,914.4603825,914.4603825,990.737627,914.4603825,914.4603825,914.4603825,1021.681166,914.4603825
Jawa Timur,Pacitan,2085.999756,2085.999756,2085.999756,2085.999756,2085.999756,2085.999756,2085.999756,2085.999756,2085.999756
Sumatera Utara,Padang Lawas,104.3634243,104.3634243,104.3634243,104.3634243,104.3634243,104.3634243,104.3634243,104.3634243,104.3634243
Sumatera Utara,Padang Lawas Utara,0,0,0,0,0,0,0,0,0
Sumatera Barat,Padang Pariaman,2283.975348,2283.975348,2283.975348,2283.975348,2283.975348,2283.975348,2283.975348,2283.975348,2283.975348
Sumatera Utara,Pakpak Bharat,0,0,0,0,0,0,0,0,0
Jawa Timur,Pamekasan,0,0,0,0,0,0,0,0,0
Banten,Pandeglang,0,0,0,0,0,0,0,0,0
Jawa Barat,Pangandaran,1393.604092,1393.604092,0,1393.604092,1393.604092,1393.604092,0,1435.534248,1393.604092
Sulawesi Selatan,Pangkajene Dan Kepulauan,2044.463547,2044.463547,2044.463547,2044.463547,2044.463547,2044.463547,2044.463547,2044.463547,2044.463547
Papua,Paniai,0,0,0,0,0,0,0,0,0
Sulawesi Tengah,Parigi Moutong,541.5401573,1167.938801,1167.938801,541.5401573,541.5401573,541.5401573,1167.938801,1167.938801,541.5401573
Sumatera Barat,Pasaman,75.17978287,75.17978287,75.17978287,75.17978287,75.17978287,75.17978287,75.17978287,75.17978287,75.17978287
Sumatera Barat,Pasaman Barat,468.4615326,468.4615326,468.4615326,468.4615326,468.4615326,468.4615326,468.4615326,468.4615326,468.4615326
Kalimantan Timur,Paser,351.8989334,351.8989334,351.8989334,351.8989334,351.8989334,351.8989334,351.8989334,385.0342445,351.8989334
Jawa Timur,Pasuruan,311.1569405,262.1825409,262.1825409,311.1569405,262.1825409,311.1569405,214.7775307,451.1328354,262.1825409
Jawa Tengah,Pati,4845.640448,4845.640448,174.3988781,4873.023918,4845.640448,4873.023918,174.3988781,4873.023918,4845.640448
Papua Barat,Pegunungan Arfak,0,0,0,0,0,0,0,0,0
Papua,Pegunungan Bintang,2391.659073,2391.659073,2391.659073,2391.659073,2391.659073,2391.659073,2391.659073,2391.659073,2391.659073
Jawa Tengah,Pekalongan,5626.63213,5626.63213,0,5626.63213,5626.63213,5626.63213,0,5626.63213,5626.63213
Riau,Pelalawan,133.4429016,133.4429016,133.4429016,305.96064,133.4429016,133.4429016,133.4429016,305.96064,305.96064
Jawa Tengah,Pemalang,7747.731007,7747.731007,0,7747.731007,7747.731007,7747.731007,0,7747.731007,7747.731007
Kalimantan Timur,Penajam Paser Utara,182.2747726,182.2747726,228.7657242,182.2747726,182.2747726,182.2747726,182.2747726,228.7657242,182.2747726
Sumatera Selatan,Penukal Abab Lematang Ilir,37.55323792,37.55323792,37.55323792,37.55323792,37.55323792,37.55323792,37.55323792,37.55323792,37.55323792
Lampung,Pesawaran,156.5548458,156.5548458,156.5548458,156.5548458,156.5548458,156.5548458,156.5548458,156.5548458,156.5548458
Lampung,Pesisir Barat,563.7562218,563.7562218,563.7562218,563.7562218,563.7562218,563.7562218,563.7562218,563.7562218,563.7562218
Sumatera Barat,Pesisir Selatan,1917.218575,1917.218575,1837.64565,1917.218575,1917.218575,1917.218575,1865.085435,1917.218575,1917.218575
Aceh,Pidie,330.3709221,2880.321758,330.3709221,330.3709221,330.3709221,2880.321758,330.3709221,2880.321758,330.3709221
Aceh,Pidie Jaya,0,1056.010422,0,600.6749878,0,1056.010422,600.6749878,1056.010422,0
Sulawesi Selatan,Pinrang,2800.999912,2800.999912,2800.999912,2800.999912,2800.999912,2800.999912,2800.999912,2838.642639,2800.999912
Gorontalo,Pohuwato,0,0,0,0,0,0,0,0,0
Sulawesi Barat,Polewali Mandar,1271.877743,1271.877743,1271.877743,1271.877743,1271.877743,1271.877743,1271.877743,1271.877743,1271.877743
Jawa Timur,Ponorogo,240.5458012,273.4756527,218.4427948,293.6367054,273.4756527,293.6367054,218.4427948,293.6367054,273.4756527
Sulawesi Tengah,Poso,35.97449493,2044.052818,2044.052818,35.97449493,35.97449493,35.97449493,2044.052818,2044.052818,35.97449493
Lampung,Pringsewu,108.0913677,108.0913677,108.0913677,138.9432888,108.0913677,108.0913677,108.0913677,138.9432888,108.0913677
Jawa Timur,Probolinggo,0,0,0,0,0,0,0,0,0
Kalimantan Tengah,Pulang Pisau,490.6412277,490.6412277,490.6412277,490.6412277,490.6412277,490.6412277,490.6412277,490.6412277,490.6412277
Maluku Utara,Pulau Morotai,325.1721764,325.1721764,325.1721764,325.1721764,325.1721764,325.1721764,325.1721764,325.1721764,325.1721764
Maluku Utara,Pulau Taliabu,0,0,0,0,0,0,0,0,0
Papua,Puncak,0,0,0,0,0,0,0,0,0
Papua,Puncak Jaya,447.3804321,447.3804321,447.3804321,447.3804321,447.3804321,447.3804321,447.3804321,447.3804321,447.3804321
Jawa Tengah,Purbalingga,1624.987373,1658.713711,0,1658.713711,1624.987373,1658.713711,0,1658.713711,1658.713711
Jawa Barat,Purwakarta,9153.153627,9153.153627,9153.153627,9153.153627,0,9153.153627,9153.153627,9153.153627,0
Jawa Tengah,Purworejo,0,0,0,5147.088795,0,5147.088795,0,5147.088795,0
Papua Barat,Raja Ampat,85.48612499,85.48612499,85.48612499,85.48612499,85.48612499,85.48612499,85.48612499,85.48612499,85.48612499
Bengkulu,Rejang Lebong,0,0,0,0,0,0,0,0,0
Jawa Tengah,Rembang,2158.769886,2158.769886,2158.769886,2158.769886,2158.769886,2158.769886,2158.769886,2158.769886,2158.769886
Riau,Rokan Hilir,927.5046272,565.5613289,562.9894524,927.5046272,927.5046272,879.1533318,927.5046272,927.5046272,927.5046272
Riau,Rokan Hulu,690.0863228,533.9713631,690.0863228,690.0863228,690.0863228,690.0863228,690.0863228,690.0863228,690.0863228
Nusa Tenggara Timur,Rote Ndao,0,41.91012955,0,41.91012955,41.91012955,41.91012955,0,41.91012955,0
Nusa Tenggara Timur,Sabu Raijua,0,0,0,0,0,0,0,0,0
Kalimantan Barat,Sambas,1301.082989,1264.525356,1301.082989,1428.582836,1301.082989,1179.961361,1301.082989,1337.795929,1301.082989
Sumatera Utara,Samosir,0,167.6482239,0,167.6482239,167.6482239,167.6482239,0,167.6482239,167.6482239
Jawa Timur,Sampang,430.929512,430.929512,430.929512,430.929512,430.929512,430.929512,430.929512,430.929512,430.929512
Kalimantan Barat,Sanggau,1082.452507,1082.452507,1082.452507,1082.452507,1082.452507,1082.452507,1082.452507,1082.452507,1082.452507
Papua,Sarmi,46.72701645,129.7315559,46.72701645,46.72701645,46.72701645,46.72701645,46.72701645,129.7315559,46.72701645
Jambi,Sarolangun,660.9319725,704.5836449,704.5836449,812.7507286,660.9319725,770.1001396,704.5836449,859.1885567,704.5836449
Kalimantan Barat,Sekadau,533.9494457,609.130722,609.130722,655.7242699,533.9494457,449.9418583,609.130722,728.4546089,609.130722
Bengkulu,Seluma,0,0,0,0,0,0,0,2249.835014,0
Jawa Tengah,Semarang,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,248.4585381,248.4585381,248.4585381,248.4585381,248.4585381,248.4585381,248.4585381,248.4585381,248.4585381
Maluku,Seram Bagian Timur,33.17241478,33.17241478,33.17241478,33.17241478,33.17241478,33.17241478,33.17241478,33.17241478,33.17241478
Banten,Serang,332.0671921,3360.304203,332.0671921,3809.580353,332.0671921,3360.304203,332.0671921,4174.500923,332.0671921
Sumatera Utara,Serdang Bedagai,1931.042377,1931.042377,1931.042377,1955.80113,1931.042377,1931.042377,1931.042377,1955.80113,1931.042377
Kalimantan Tengah,Seruyan,369.8191605,369.8191605,369.8191605,369.8191605,369.8191605,369.8191605,369.8191605,369.8191605,369.8191605
Riau,Siak,703.2396698,703.2396698,703.2396698,1509.751827,703.2396698,703.2396698,703.2396698,1509.751827,748.2880058
Sulawesi Utara,Siau Tagulandang Biaro,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Sidenreng Rappang,2363.139818,2363.139818,2363.139818,2363.139818,2363.139818,2363.139818,2363.139818,2363.139818,2363.139818
Jawa Timur,Sidoarjo,18038.52553,17782.52802,17498.02979,18070.92838,17587.91066,17975.79706,17244.25318,18727.47833,17587.91066
Sulawesi Tengah,Sigi,205.5183372,428.6653404,428.6653404,205.5183372,205.5183372,205.5183372,428.6653404,428.6653404,205.5183372
Sumatera Barat,Sijunjung,501.0455875,501.0455875,501.0455875,501.0455875,501.0455875,501.0455875,501.0455875,501.0455875,501.0455875
Nusa Tenggara Timur,Sikka,0,0,0,0,0,0,0,0,0
Sumatera Utara,Simalungun,39.94803238,39.94803238,39.94803238,39.94803238,39.94803238,39.94803238,39.94803238,39.94803238,39.94803238
Aceh,Simeulue,36.18900299,66.82693291,36.18900299,66.82693291,36.18900299,66.82693291,36.18900299,66.82693291,36.18900299
Sulawesi Selatan,Sinjai,1619.19791,1619.19791,1619.19791,1619.19791,1619.19791,1619.19791,1619.19791,1619.19791,1619.19791
Kalimantan Barat,Sintang,914.3661461,914.3661461,914.3661461,914.3661461,914.3661461,914.3661461,914.3661461,1046.715443,914.3661461
Jawa Timur,Situbondo,37.69316483,37.69316483,37.69316483,37.69316483,37.69316483,37.69316483,0,37.69316483,37.69316483
Daerah Istimewa Yogyakarta,Sleman,0,0,0,83.226017,0,83.226017,0,83.226017,0
Sumatera Barat,Solok,0,0,0,0,0,0,0,0,0
Sumatera Barat,Solok Selatan,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Soppeng,326.2225819,326.2225819,326.2225819,326.2225819,326.2225819,326.2225819,326.2225819,326.2225819,326.2225819
Papua Barat,Sorong,1956.079926,1956.079926,1956.079926,1956.079926,1956.079926,1956.079926,1956.079926,1956.079926,1956.079926
Papua Barat,Sorong Selatan,1286.814835,1565.658157,1565.658157,1565.658157,1565.658157,1565.658157,1286.814835,1565.658157,1565.658157
Jawa Tengah,Sragen,0,0,0,0,0,0,0,0,0
Jawa Barat,Subang,5979.163939,5979.163939,5979.163939,6010.219709,158.8853321,6010.219709,5979.163939,6107.040638,158.8853321
Jawa Barat,Sukabumi,470.4057388,470.4057388,232.9586105,470.4057388,470.4057388,470.4057388,232.9586105,470.4057388,470.4057388
Kalimantan Tengah,Sukamara,40.60552979,40.60552979,0,40.60552979,40.60552979,40.60552979,0,40.60552979,40.60552979
Jawa Tengah,Sukoharjo,0,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Sumba Barat,405.2424164,405.2424164,0,405.2424164,405.2424164,405.2424164,405.2424164,405.2424164,405.2424164
Nusa Tenggara Timur,Sumba Barat Daya,0,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Sumba Tengah,0,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Sumba Timur,271.4188232,271.4188232,0,271.4188232,271.4188232,271.4188232,271.4188232,271.4188232,271.4188232
Nusa Tenggara Barat,Sumbawa,0,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Sumbawa Barat,0,0,0,0,0,0,0,0,0
Jawa Barat,Sumedang,54.80737305,54.80737305,54.80737305,112.1122665,54.80737305,54.80737305,54.80737305,112.1122665,54.80737305
Jawa Timur,Sumenep,0,0,0,0,0,0,0,48.40604019,0
Papua,Supiori,62.2870966,62.2870966,62.2870966,62.2870966,62.2870966,62.2870966,62.2870966,62.2870966,62.2870966
Kalimantan Selatan,Tabalong,433.8163304,433.8163304,433.8163304,467.9335732,433.8163304,433.8163304,417.8384824,483.4442716,433.8163304
Bali,Tabanan,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Takalar,1028.287806,1028.287806,1028.287806,1028.287806,1028.287806,1028.287806,1028.287806,1028.287806,1028.287806
Papua Barat,Tambrauw,60.73020554,60.73020554,60.73020554,60.73020554,60.73020554,60.73020554,60.73020554,60.73020554,60.73020554
Kalimantan Utara,Tana Tidung,13.17192745,13.17192745,13.17192745,13.17192745,13.17192745,13.17192745,13.17192745,13.17192745,13.17192745
Sulawesi Selatan,Tana Toraja,186.6293793,186.6293793,186.6293793,186.6293793,186.6293793,186.6293793,186.6293793,186.6293793,186.6293793
Kalimantan Selatan,Tanah Bumbu,35.03536034,35.03536034,35.03536034,63.78089905,35.03536034,35.03536034,35.03536034,95.61815643,35.03536034
Sumatera Barat,Tanah Datar,123.1916323,123.1916323,123.1916323,123.1916323,123.1916323,123.1916323,123.1916323,123.1916323,123.1916323
Kalimantan Selatan,Tanah Laut,0,0,0,0,0,0,0,0,0
Banten,Tangerang,0,14827.85678,0,15399.44799,0,14827.85678,0,15773.01419,0
Lampung,Tanggamus,1657.918659,1657.918659,1657.918659,1657.918659,1657.918659,1657.918659,1657.918659,1657.918659,1657.918659
Jambi,Tanjung Jabung Barat,888.0019531,947.6984787,888.0019531,1007.097462,947.6984787,947.6984787,888.0019531,1007.097462,947.6984787
Jambi,Tanjung Jabung Timur,495.2564259,495.2564259,495.2564259,495.2564259,495.2564259,495.2564259,495.2564259,495.2564259,495.2564259
Sumatera Utara,Tapanuli Selatan,219.4709206,279.7695618,219.4709206,279.7695618,279.7695618,279.7695618,219.4709206,279.7695618,279.7695618
Sumatera Utara,Tapanuli Tengah,296.9063454,1457.347881,296.9063454,1591.377289,1384.001499,1591.377289,296.9063454,1591.377289,1456.48373
Sumatera Utara,Tapanuli Utara,0,143.5511169,0,143.5511169,143.5511169,143.5511169,0,143.5511169,143.5511169
Kalimantan Selatan,Tapin,51.69441605,38.37255669,38.37255669,38.37255669,38.37255669,38.37255669,0,120.679965,38.37255669
Jawa Barat,Tasikmalaya,270.6612396,270.6612396,270.6612396,270.6612396,0,270.6612396,270.6612396,270.6612396,0
Jambi,Tebo,579.2883625,579.2883625,646.6119709,710.449995,646.6119709,646.6119709,579.2883625,788.2359219,646.6119709
Jawa Tengah,Tegal,5948.752153,5948.752153,0,5948.752153,5948.752153,5948.752153,0,5948.752153,5948.752153
Papua Barat,Teluk Bintuni,421.9990177,546.8455391,421.9990177,421.9990177,421.9990177,421.9990177,421.9990177,546.8455391,421.9990177
Papua Barat,Teluk Wondama,0,0,0,0,0,0,0,0,0
Jawa Tengah,Temanggung,0,0,0,0,0,0,0,0,0
Nusa Tenggara Timur,Timor Tengah Selatan,0,777.0299377,0,777.0299377,777.0299377,777.0299377,0,777.0299377,0
Nusa Tenggara Timur,Timor Tengah Utara,841.3166199,841.3166199,0,841.3166199,841.3166199,841.3166199,0,841.3166199,841.3166199
Sumatera Utara,Toba Samosir,0,1313.150595,0,1313.150595,1313.150595,1313.150595,0,1313.150595,1313.150595
Sulawesi Tengah,Tojo Una-Una,0,0,0,0,0,0,0,0,0
Sulawesi Tengah,Toli-Toli,227.2155533,227.2155533,227.2155533,227.2155533,227.2155533,227.2155533,227.2155533,227.2155533,227.2155533
Papua,Tolikara,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Toraja Utara,166.5585938,166.5585938,166.5585938,166.5585938,166.5585938,166.5585938,166.5585938,166.5585938,166.5585938
Jawa Timur,Trenggalek,1200.273317,1172.930414,1172.930414,1200.273317,1172.930414,1172.930414,1147.357597,1243.928778,1172.930414
Jawa Timur,Tuban,2037.624765,2079.704939,1961.558336,2152.20072,2037.624765,2116.990194,1961.558336,2331.825808,2037.624765
Lampung,Tulang Bawang Barat,0,0,0,0,0,0,0,0,0
Lampung,Tulangbawang,266.4164333,309.1170063,266.4164333,419.0259686,266.4164333,266.4164333,266.4164333,419.0259686,266.4164333
Jawa Timur,Tulungagung,2630.847082,2570.016029,2494.275833,2630.847082,2494.275833,2592.314024,2494.275833,3122.139915,2494.275833
Jawa Barat,Waduk Cirata,101.6447999,101.6447999,101.6447999,101.6447999,0,101.6447999,101.6447999,101.6447999,0
Jawa Tengah,Wadung Kedungombo,0,0,0,0,0,0,0,0,0
Sulawesi Selatan,Wajo,1326.347519,1326.347519,1326.347519,1326.347519,1326.347519,1326.347519,1326.347519,1326.347519,1326.347519
Sulawesi Tenggara,Wakatobi,0,0,0,0,0,0,0,0,0
Papua,Waropen,489.5087738,489.5087738,489.5087738,489.5087738,489.5087738,489.5087738,489.5087738,489.5087738,489.5087738
Lampung,Way Kanan,461.2169018,461.2169018,388.5676041,655.9037189,461.2169018,461.2169018,388.5676041,655.9037189,461.2169018
Jawa Tengah,Wonogiri,0,0,0,0,0,0,0,0,0
Jawa Tengah,Wonosobo,0,0,0,0,0,0,0,0,0
Papua,Yahukimo,1225.545425,1225.545425,1225.545425,1225.545425,1225.545425,1225.545425,1225.545425,1225.545425,1225.545425
Papua,Yalimo,0,0,0,0,0,0,0,0,0
